test model relativeRisk haplotypeLength recFrac Training_mTDT_minFreq10.00000_01 Training_mTDT_minFreq10.00000_05 Training_mTDT_minFreq10.00000_001 Training_mTDT_minFreq10.00000_005 Training_ScoreTDT_01 Training_ScoreTDT_05 Training_ScoreTDT_001 Training_ScoreTDT_005 Training_ScoreTDT_minFreq10.00000_01 Training_ScoreTDT_minFreq10.00000_05 Training_ScoreTDT_minFreq10.00000_001 Training_ScoreTDT_minFreq10.00000_005 Training_mTDT1T_01 Training_mTDT1T_05 Training_mTDT1T_001 Training_mTDT1T_005 Training_mTDT1T_minFreq10.00000_01 Training_mTDT1T_minFreq10.00000_05 Training_mTDT1T_minFreq10.00000_001 Training_mTDT1T_minFreq10.00000_005 Training_mTDTP_01 Training_mTDTP_05 Training_mTDTP_001 Training_mTDTP_005 Training_mTDT1_01 Training_mTDT1_05 Training_mTDT1_001 Training_mTDT1_005 Training_mTDT1_minFreq10.00000_01 Training_mTDT1_minFreq10.00000_05 Training_mTDT1_minFreq10.00000_001 Training_mTDT1_minFreq10.00000_005 Training_mTDTYateAlpha_0.50000_01 Training_mTDTYateAlpha_0.50000_05 Training_mTDTYateAlpha_0.50000_001 Training_mTDTYateAlpha_0.50000_005 
PowerOneLocus DomOrDom 2.0 4 0.0000500 0.31 0.43 0.26 0.3 0.28 0.38 0.24 0.28 0.3 0.43 0.25 0.29 0.34 0.42 0.23 0.29 0.34 0.42 0.23 0.29 0.3 0.41 0.22 0.29 0.4 0.55 0.24 0.33 0.4 0.54 0.24 0.33 0.31 0.39 0.26 0.29
PowerOneLocus DomOrDom 2.0 4 0.0001000 0.12 0.18 0.08 0.12 0.12 0.16 0.06 0.12 0.13 0.2 0.08 0.12 0.15 0.26 0.07 0.12 0.14 0.26 0.07 0.12 0.1 0.22 0.07 0.09 0.19 0.38 0.08 0.13 0.18 0.37 0.08 0.13 0.12 0.17 0.08 0.11
PowerOneLocus DomOrDom 2.0 4 0.0001500 0.14 0.2 0.04 0.13 0.12 0.18 0.05 0.09 0.14 0.21 0.06 0.11 0.13 0.31 0.04 0.09 0.13 0.27 0.03 0.08 0.12 0.2 0.04 0.09 0.16 0.38 0.06 0.14 0.16 0.34 0.05 0.12 0.14 0.2 0.03 0.12
PowerOneLocus DomOrDom 2.0 4 0.0002000 0.13 0.24 0.05 0.09 0.1 0.23 0.05 0.06 0.13 0.25 0.05 0.1 0.16 0.26 0.06 0.12 0.14 0.26 0.06 0.11 0.1 0.22 0.04 0.08 0.2 0.41 0.07 0.16 0.19 0.4 0.07 0.15 0.1 0.23 0.04 0.06
PowerOneLocus DomOrDom 2.4 4 0.0000000 0.62 0.78 0.58 0.61 0.6 0.69 0.52 0.58 0.6 0.72 0.54 0.59 0.66 0.8 0.56 0.62 0.65 0.8 0.56 0.62 0.68 0.75 0.54 0.62 0.73 0.84 0.59 0.65 0.72 0.85 0.59 0.65 0.62 0.72 0.54 0.61
PowerOneLocus DomOrDom 2.4 4 0.0000500 0.38 0.47 0.27 0.3 0.36 0.44 0.24 0.29 0.39 0.45 0.24 0.33 0.35 0.51 0.27 0.31 0.35 0.51 0.26 0.31 0.35 0.44 0.27 0.31 0.41 0.58 0.27 0.37 0.41 0.58 0.26 0.38 0.36 0.45 0.27 0.29
PowerOneLocus DomOrDom 2.4 4 0.0001000 0.15 0.25 0.09 0.12 0.13 0.21 0.08 0.13 0.15 0.26 0.08 0.13 0.17 0.33 0.1 0.15 0.16 0.34 0.09 0.15 0.11 0.23 0.07 0.1 0.21 0.4 0.12 0.18 0.19 0.41 0.11 0.18 0.14 0.21 0.09 0.12
PowerOneLocus DomOrDom 2.4 4 0.0001500 0.18 0.23 0.08 0.16 0.14 0.24 0.06 0.09 0.15 0.26 0.07 0.1 0.17 0.32 0.05 0.14 0.16 0.3 0.04 0.13 0.17 0.25 0.07 0.13 0.21 0.41 0.07 0.17 0.2 0.4 0.06 0.16 0.17 0.22 0.06 0.13
PowerOneLocus DomOrDom 2.4 4 0.0002000 0.18 0.27 0.05 0.15 0.16 0.25 0.06 0.1 0.18 0.29 0.06 0.15 0.15 0.29 0.09 0.12 0.13 0.27 0.09 0.12 0.1 0.25 0.06 0.09 0.21 0.43 0.12 0.18 0.19 0.42 0.12 0.18 0.17 0.25 0.04 0.14
PowerOneLocus DomOrDom 2.6 4 0.0000000 0.64 0.78 0.59 0.63 0.62 0.7 0.57 0.59 0.62 0.76 0.57 0.61 0.71 0.82 0.57 0.64 0.71 0.81 0.57 0.63 0.69 0.78 0.56 0.63 0.74 0.87 0.6 0.66 0.73 0.87 0.6 0.65 0.64 0.76 0.57 0.62
PowerOneLocus DomOrDom 2.6 4 0.0000500 0.41 0.46 0.3 0.37 0.39 0.45 0.26 0.34 0.41 0.48 0.27 0.36 0.39 0.51 0.28 0.33 0.38 0.5 0.28 0.32 0.39 0.46 0.3 0.32 0.47 0.58 0.3 0.39 0.47 0.57 0.3 0.38 0.41 0.45 0.3 0.35
PowerOneLocus DomOrDom 2.6 4 0.0001000 0.14 0.26 0.1 0.13 0.15 0.24 0.1 0.13 0.16 0.3 0.1 0.14 0.18 0.34 0.12 0.15 0.18 0.34 0.12 0.15 0.16 0.26 0.08 0.1 0.22 0.45 0.14 0.19 0.21 0.43 0.14 0.18 0.14 0.21 0.1 0.13
PowerOneLocus DomOrDom 2.6 4 0.0001500 0.19 0.23 0.08 0.14 0.14 0.22 0.07 0.1 0.16 0.26 0.08 0.11 0.15 0.35 0.07 0.12 0.14 0.31 0.06 0.12 0.17 0.23 0.08 0.15 0.22 0.43 0.09 0.18 0.21 0.39 0.08 0.18 0.16 0.23 0.08 0.14
PowerOneLocus DomOrDom 2.6 4 0.0002000 0.18 0.26 0.06 0.15 0.15 0.22 0.07 0.09 0.16 0.29 0.07 0.14 0.13 0.28 0.07 0.11 0.12 0.28 0.07 0.11 0.11 0.25 0.06 0.09 0.19 0.4 0.11 0.16 0.18 0.4 0.11 0.16 0.17 0.23 0.04 0.1
PowerOneLocus RecOrRec 1.2 4 0.0000000 0.51 0.59 0.38 0.48 0.46 0.55 0.36 0.37 0.48 0.58 0.37 0.44 0.51 0.61 0.4 0.46 0.52 0.59 0.39 0.46 0.5 0.56 0.43 0.5 0.57 0.7 0.45 0.53 0.57 0.68 0.44 0.53 0.5 0.57 0.37 0.47
PowerOneLocus RecOrRec 1.2 4 0.0000500 0.23 0.3 0.13 0.19 0.2 0.3 0.08 0.13 0.21 0.32 0.1 0.15 0.23 0.38 0.16 0.19 0.24 0.37 0.16 0.18 0.23 0.32 0.14 0.19 0.27 0.48 0.17 0.22 0.27 0.47 0.15 0.21 0.21 0.3 0.11 0.18
PowerOneLocus RecOrRec 1.2 4 0.0001000 0.09 0.16 0.03 0.04 0.05 0.14 0.03 0.05 0.07 0.19 0.04 0.05 0.07 0.22 0.03 0.05 0.07 0.22 0.03 0.05 0.09 0.14 0.03 0.08 0.13 0.3 0.04 0.09 0.14 0.3 0.04 0.08 0.06 0.12 0.03 0.04
PowerOneLocus RecOrRec 1.2 4 0.0001500 0.02 0.11 0 0.02 0.03 0.09 0 0.01 0.05 0.12 0 0.02 0.05 0.11 0.01 0.04 0.05 0.1 0.01 0.04 0.03 0.11 0 0.01 0.09 0.28 0.01 0.06 0.09 0.27 0.01 0.06 0.03 0.07 0 0
PowerOneLocus RecOrRec 1.2 4 0.0002000 0.07 0.14 0.03 0.05 0.05 0.13 0.02 0.04 0.06 0.14 0.02 0.06 0.06 0.22 0.03 0.06 0.06 0.2 0.03 0.06 0.06 0.11 0.03 0.06 0.11 0.31 0.04 0.1 0.11 0.3 0.04 0.1 0.05 0.11 0.02 0.05
PowerOneLocus RecOrRec 1.6 4 0.0000000 0.5 0.6 0.44 0.46 0.49 0.59 0.41 0.46 0.5 0.6 0.41 0.48 0.53 0.66 0.4 0.48 0.53 0.67 0.4 0.48 0.52 0.61 0.42 0.49 0.6 0.71 0.43 0.53 0.6 0.71 0.43 0.53 0.5 0.6 0.43 0.46
PowerOneLocus RecOrRec 1.6 4 0.0000500 0.27 0.35 0.16 0.22 0.23 0.3 0.12 0.21 0.25 0.32 0.14 0.22 0.29 0.39 0.15 0.21 0.27 0.39 0.16 0.21 0.23 0.36 0.15 0.21 0.34 0.49 0.17 0.24 0.32 0.49 0.18 0.25 0.24 0.34 0.16 0.21
PowerOneLocus RecOrRec 1.6 4 0.0001000 0.09 0.13 0.04 0.07 0.05 0.13 0.03 0.05 0.06 0.14 0.04 0.05 0.08 0.2 0.03 0.06 0.09 0.2 0.03 0.06 0.08 0.15 0.03 0.06 0.12 0.3 0.05 0.09 0.12 0.3 0.05 0.09 0.08 0.12 0.03 0.06
PowerOneLocus RecOrRec 1.6 4 0.0001500 0.04 0.16 0.01 0.01 0.04 0.13 0 0.02 0.06 0.17 0 0.04 0.05 0.16 0.01 0.05 0.05 0.15 0.01 0.05 0.02 0.14 0.01 0.02 0.1 0.31 0.01 0.06 0.1 0.3 0.01 0.06 0.04 0.12 0 0.01
PowerOneLocus RecOrRec 1.6 4 0.0002000 0.08 0.18 0.02 0.04 0.07 0.16 0.02 0.03 0.08 0.18 0.02 0.07 0.09 0.22 0.02 0.07 0.09 0.21 0.02 0.07 0.06 0.16 0.03 0.04 0.13 0.3 0.03 0.09 0.13 0.29 0.03 0.09 0.05 0.15 0.02 0.02
PowerOneLocus RecOrRec 2.0 4 0.0000000 0.55 0.67 0.47 0.52 0.51 0.64 0.42 0.48 0.54 0.65 0.45 0.49 0.56 0.73 0.44 0.54 0.56 0.73 0.44 0.54 0.56 0.67 0.47 0.52 0.63 0.78 0.47 0.59 0.63 0.78 0.46 0.59 0.54 0.66 0.46 0.5
PowerOneLocus RecOrRec 2.0 4 0.0000500 0.27 0.34 0.23 0.25 0.27 0.32 0.18 0.23 0.28 0.32 0.2 0.25 0.27 0.39 0.21 0.24 0.27 0.39 0.2 0.24 0.25 0.35 0.19 0.24 0.29 0.51 0.22 0.26 0.29 0.5 0.21 0.26 0.26 0.33 0.2 0.23
PowerOneLocus RecOrRec 2.0 4 0.0001000 0.1 0.17 0.05 0.08 0.11 0.13 0.04 0.06 0.11 0.18 0.05 0.1 0.11 0.26 0.05 0.08 0.11 0.24 0.05 0.08 0.11 0.17 0.05 0.06 0.14 0.34 0.07 0.1 0.14 0.32 0.07 0.1 0.09 0.15 0.04 0.08
PowerOneLocus RecOrRec 2.0 4 0.0001500 0.06 0.2 0 0.02 0.06 0.17 0.01 0.03 0.06 0.19 0.01 0.05 0.08 0.24 0.03 0.05 0.08 0.22 0.03 0.06 0.08 0.17 0.01 0.03 0.14 0.35 0.03 0.08 0.13 0.33 0.03 0.1 0.05 0.17 0.01 0.02
PowerOneLocus RecOrRec 2.0 4 0.0002000 0.07 0.18 0.03 0.06 0.08 0.17 0.03 0.05 0.1 0.2 0.03 0.07 0.09 0.25 0.02 0.06 0.09 0.23 0.02 0.06 0.06 0.2 0.03 0.05 0.16 0.36 0.04 0.09 0.16 0.34 0.04 0.09 0.07 0.17 0.03 0.06
PowerOneLocus RecOrRec 2.4 4 0.0000000 0.6 0.72 0.51 0.56 0.55 0.72 0.43 0.53 0.57 0.74 0.46 0.53 0.63 0.73 0.48 0.58 0.63 0.74 0.48 0.58 0.61 0.73 0.5 0.57 0.67 0.79 0.52 0.63 0.67 0.8 0.52 0.62 0.59 0.72 0.5 0.54
PowerOneLocus RecOrRec 2.4 4 0.0000500 0.31 0.36 0.24 0.27 0.29 0.34 0.2 0.27 0.29 0.35 0.22 0.27 0.31 0.4 0.22 0.27 0.31 0.4 0.21 0.27 0.27 0.36 0.2 0.24 0.33 0.49 0.23 0.27 0.34 0.48 0.22 0.27 0.29 0.35 0.22 0.27
PowerOneLocus RecOrRec 2.4 4 0.0001000 0.1 0.2 0.08 0.1 0.1 0.17 0.06 0.09 0.11 0.21 0.06 0.1 0.12 0.26 0.06 0.09 0.12 0.25 0.06 0.09 0.1 0.2 0.06 0.08 0.16 0.38 0.07 0.11 0.16 0.35 0.07 0.11 0.1 0.2 0.07 0.08
PowerOneLocus RecOrRec 2.4 4 0.0001500 0.09 0.21 0.01 0.07 0.09 0.2 0.01 0.04 0.1 0.24 0.03 0.04 0.11 0.25 0.04 0.08 0.11 0.24 0.04 0.07 0.08 0.18 0.02 0.07 0.14 0.34 0.05 0.09 0.14 0.34 0.05 0.08 0.08 0.21 0.01 0.07
PowerOneLocus RecOrRec 2.4 4 0.0002000 0.13 0.21 0.03 0.07 0.11 0.2 0.04 0.06 0.12 0.25 0.04 0.1 0.13 0.26 0.03 0.11 0.13 0.25 0.03 0.11 0.09 0.2 0.03 0.06 0.17 0.38 0.05 0.14 0.18 0.37 0.05 0.14 0.11 0.19 0.03 0.06
PowerOneLocus RecOrRec 2.6 4 0.0000000 0.66 0.73 0.49 0.6 0.57 0.74 0.48 0.52 0.61 0.75 0.48 0.56 0.66 0.78 0.51 0.61 0.66 0.79 0.51 0.61 0.63 0.74 0.5 0.61 0.7 0.82 0.54 0.65 0.7 0.83 0.54 0.65 0.65 0.72 0.49 0.58
PowerOneLocus RecOrRec 2.6 4 0.0000500 0.33 0.4 0.25 0.28 0.29 0.36 0.23 0.27 0.31 0.39 0.23 0.29 0.3 0.44 0.24 0.29 0.3 0.44 0.24 0.29 0.31 0.4 0.22 0.23 0.34 0.52 0.25 0.3 0.34 0.5 0.25 0.3 0.3 0.37 0.25 0.27
PowerOneLocus RecOrRec 2.6 4 0.0001000 0.12 0.2 0.08 0.11 0.11 0.16 0.06 0.11 0.11 0.23 0.08 0.11 0.16 0.27 0.06 0.12 0.15 0.25 0.06 0.12 0.11 0.2 0.07 0.09 0.21 0.37 0.07 0.14 0.2 0.35 0.07 0.13 0.11 0.18 0.07 0.1
PowerOneLocus RecOrRec 2.6 4 0.0001500 0.15 0.2 0.03 0.1 0.09 0.19 0.03 0.04 0.1 0.22 0.04 0.05 0.14 0.28 0.05 0.07 0.14 0.25 0.04 0.06 0.11 0.23 0.04 0.09 0.15 0.35 0.05 0.1 0.15 0.32 0.04 0.09 0.13 0.2 0.03 0.1
PowerOneLocus RecOrRec 2.6 4 0.0002000 0.12 0.24 0.03 0.08 0.12 0.2 0.04 0.1 0.14 0.25 0.05 0.1 0.13 0.26 0.05 0.11 0.13 0.26 0.05 0.12 0.08 0.2 0.04 0.07 0.17 0.39 0.08 0.15 0.17 0.38 0.08 0.16 0.12 0.21 0.03 0.08
PowerOneLocus Additive 1.2 6 0.0000000 0.57 0.68 0.42 0.53 0.47 0.63 0.37 0.42 0.54 0.67 0.39 0.48 0.59 0.69 0.42 0.53 0.6 0.7 0.42 0.53 0.53 0.65 0.44 0.51 0.63 0.77 0.49 0.59 0.63 0.77 0.49 0.59 0.54 0.65 0.38 0.49
PowerOneLocus Additive 1.2 6 0.0000500 0.25 0.36 0.14 0.2 0.19 0.33 0.09 0.14 0.2 0.37 0.12 0.19 0.31 0.44 0.17 0.23 0.3 0.44 0.16 0.23 0.27 0.36 0.16 0.21 0.35 0.58 0.17 0.28 0.34 0.56 0.16 0.27 0.23 0.32 0.11 0.16
PowerOneLocus Additive 1.2 6 0.0001000 0.09 0.17 0.04 0.08 0.07 0.15 0.04 0.06 0.11 0.2 0.05 0.07 0.13 0.3 0.05 0.09 0.12 0.26 0.05 0.07 0.1 0.16 0.05 0.07 0.22 0.42 0.07 0.13 0.21 0.37 0.07 0.12 0.08 0.12 0.03 0.07
PowerOneLocus Additive 1.2 6 0.0001500 0.06 0.14 0.01 0.02 0.02 0.15 0 0.01 0.09 0.16 0 0.04 0.1 0.32 0.01 0.06 0.09 0.27 0.01 0.06 0.05 0.16 0.01 0.02 0.12 0.48 0.01 0.07 0.12 0.43 0.02 0.07 0.03 0.14 0 0.01
PowerOneLocus Additive 1.2 6 0.0002000 0.07 0.17 0.02 0.04 0.03 0.13 0.02 0.03 0.07 0.19 0.02 0.04 0.08 0.26 0.03 0.07 0.08 0.24 0.02 0.06 0.04 0.12 0.01 0.04 0.15 0.38 0.05 0.11 0.14 0.35 0.03 0.11 0.03 0.11 0.02 0.02
PowerOneLocus Additive 1.6 6 0.0000000 0.62 0.7 0.55 0.59 0.58 0.68 0.49 0.56 0.6 0.71 0.5 0.59 0.64 0.77 0.5 0.56 0.64 0.78 0.5 0.58 0.63 0.68 0.53 0.61 0.72 0.83 0.56 0.65 0.72 0.82 0.55 0.67 0.6 0.65 0.52 0.57
PowerOneLocus Additive 1.6 6 0.0000500 0.27 0.34 0.25 0.26 0.26 0.3 0.14 0.22 0.28 0.35 0.19 0.27 0.29 0.44 0.23 0.28 0.29 0.44 0.23 0.28 0.28 0.36 0.21 0.24 0.31 0.56 0.24 0.3 0.31 0.56 0.23 0.3 0.26 0.32 0.19 0.25
PowerOneLocus Additive 1.6 6 0.0001000 0.11 0.21 0.05 0.1 0.1 0.19 0.04 0.09 0.12 0.22 0.06 0.09 0.16 0.35 0.07 0.11 0.15 0.3 0.07 0.1 0.13 0.2 0.07 0.09 0.18 0.46 0.09 0.15 0.17 0.41 0.09 0.13 0.11 0.18 0.04 0.09
PowerOneLocus Additive 1.6 6 0.0001500 0.06 0.21 0.03 0.05 0.07 0.16 0.02 0.05 0.09 0.23 0.03 0.07 0.15 0.34 0.02 0.12 0.14 0.33 0.03 0.12 0.1 0.23 0.02 0.06 0.22 0.48 0.04 0.16 0.2 0.47 0.04 0.14 0.06 0.16 0.03 0.04
PowerOneLocus Additive 1.6 6 0.0002000 0.08 0.19 0.03 0.05 0.05 0.18 0.02 0.04 0.07 0.21 0.03 0.05 0.12 0.29 0.02 0.1 0.12 0.25 0.02 0.09 0.05 0.14 0.02 0.04 0.2 0.37 0.04 0.13 0.2 0.34 0.04 0.13 0.06 0.13 0.03 0.04
PowerOneLocus Additive 2.0 6 0.0000000 0.64 0.71 0.6 0.63 0.62 0.7 0.52 0.6 0.66 0.75 0.56 0.62 0.7 0.79 0.56 0.64 0.71 0.8 0.57 0.64 0.65 0.74 0.6 0.63 0.75 0.81 0.63 0.71 0.75 0.82 0.62 0.71 0.63 0.7 0.57 0.62
PowerOneLocus Additive 2.0 6 0.0000500 0.31 0.35 0.24 0.27 0.27 0.35 0.22 0.26 0.32 0.35 0.24 0.27 0.3 0.48 0.24 0.29 0.3 0.48 0.23 0.29 0.29 0.39 0.22 0.26 0.34 0.6 0.24 0.33 0.34 0.6 0.23 0.33 0.28 0.32 0.23 0.26
PowerOneLocus Additive 2.0 6 0.0001000 0.13 0.21 0.09 0.12 0.12 0.18 0.07 0.11 0.13 0.26 0.08 0.12 0.15 0.34 0.09 0.13 0.16 0.32 0.09 0.13 0.13 0.23 0.07 0.11 0.23 0.45 0.11 0.18 0.23 0.42 0.11 0.18 0.12 0.19 0.07 0.12
PowerOneLocus Additive 2.0 6 0.0001500 0.13 0.24 0.04 0.1 0.11 0.17 0.03 0.08 0.14 0.27 0.04 0.11 0.21 0.38 0.07 0.14 0.18 0.35 0.05 0.15 0.14 0.27 0.03 0.09 0.28 0.53 0.09 0.2 0.25 0.49 0.07 0.18 0.1 0.18 0.03 0.07
PowerOneLocus Additive 2.0 6 0.0002000 0.08 0.22 0.04 0.06 0.07 0.19 0.02 0.04 0.1 0.25 0.04 0.06 0.15 0.27 0.06 0.13 0.14 0.25 0.05 0.11 0.08 0.16 0.02 0.05 0.23 0.4 0.09 0.19 0.22 0.38 0.08 0.17 0.06 0.2 0.02 0.05
PowerOneLocus Additive 2.4 6 0.0000000 0.68 0.79 0.58 0.64 0.64 0.74 0.57 0.6 0.67 0.77 0.57 0.66 0.72 0.78 0.62 0.69 0.72 0.79 0.63 0.69 0.7 0.76 0.6 0.69 0.78 0.84 0.64 0.74 0.78 0.84 0.65 0.74 0.67 0.77 0.57 0.63
PowerOneLocus Additive 2.4 6 0.0000500 0.32 0.39 0.27 0.31 0.31 0.37 0.25 0.28 0.34 0.4 0.26 0.33 0.36 0.52 0.26 0.31 0.34 0.51 0.26 0.31 0.29 0.44 0.26 0.28 0.44 0.63 0.26 0.38 0.42 0.62 0.26 0.37 0.31 0.36 0.26 0.29
PowerOneLocus Additive 2.4 6 0.0001000 0.15 0.23 0.12 0.15 0.16 0.21 0.09 0.13 0.18 0.28 0.12 0.15 0.19 0.38 0.11 0.16 0.19 0.37 0.11 0.16 0.14 0.24 0.1 0.13 0.25 0.53 0.15 0.19 0.25 0.5 0.15 0.19 0.15 0.19 0.11 0.13
PowerOneLocus Additive 2.4 6 0.0001500 0.17 0.27 0.08 0.12 0.13 0.2 0.08 0.1 0.17 0.27 0.09 0.15 0.25 0.38 0.08 0.16 0.2 0.37 0.09 0.13 0.18 0.28 0.07 0.13 0.28 0.54 0.1 0.19 0.24 0.49 0.1 0.16 0.12 0.26 0.06 0.1
PowerOneLocus Additive 2.4 6 0.0002000 0.15 0.28 0.05 0.11 0.13 0.25 0.02 0.07 0.19 0.28 0.04 0.11 0.16 0.29 0.09 0.11 0.16 0.28 0.08 0.12 0.1 0.22 0.03 0.09 0.25 0.48 0.12 0.19 0.24 0.44 0.11 0.2 0.1 0.25 0.03 0.08
PowerOneLocus Additive 2.6 6 0.0000000 0.67 0.79 0.6 0.66 0.65 0.73 0.58 0.63 0.69 0.77 0.6 0.66 0.71 0.81 0.62 0.7 0.71 0.82 0.62 0.7 0.72 0.78 0.61 0.7 0.76 0.87 0.64 0.72 0.76 0.86 0.64 0.72 0.67 0.74 0.58 0.65
PowerOneLocus Additive 2.6 6 0.0000500 0.34 0.48 0.29 0.31 0.33 0.43 0.25 0.3 0.35 0.46 0.29 0.33 0.37 0.55 0.29 0.33 0.36 0.55 0.29 0.33 0.34 0.47 0.27 0.31 0.46 0.67 0.28 0.38 0.45 0.68 0.28 0.38 0.33 0.44 0.26 0.3
PowerOneLocus Additive 2.6 6 0.0001000 0.18 0.26 0.12 0.15 0.18 0.23 0.11 0.16 0.19 0.27 0.12 0.18 0.2 0.42 0.12 0.17 0.21 0.4 0.12 0.17 0.15 0.29 0.11 0.14 0.28 0.52 0.15 0.21 0.28 0.49 0.15 0.21 0.16 0.2 0.12 0.15
PowerOneLocus Additive 2.6 6 0.0001500 0.19 0.32 0.1 0.16 0.13 0.26 0.09 0.12 0.17 0.33 0.11 0.14 0.26 0.43 0.11 0.17 0.2 0.42 0.11 0.15 0.21 0.3 0.08 0.16 0.3 0.58 0.14 0.19 0.25 0.52 0.13 0.19 0.16 0.27 0.09 0.13
PowerOneLocus Additive 2.6 6 0.0002000 0.18 0.29 0.07 0.14 0.14 0.26 0.03 0.08 0.2 0.31 0.05 0.14 0.17 0.28 0.09 0.14 0.17 0.28 0.07 0.14 0.12 0.24 0.03 0.1 0.24 0.48 0.12 0.19 0.24 0.44 0.1 0.19 0.14 0.26 0.04 0.09
PowerOneLocus DomOrDom 1.2 6 0.0000000 0.57 0.66 0.45 0.54 0.49 0.63 0.37 0.48 0.53 0.65 0.43 0.5 0.58 0.7 0.46 0.55 0.58 0.7 0.45 0.54 0.53 0.66 0.47 0.5 0.62 0.79 0.51 0.6 0.62 0.79 0.5 0.58 0.54 0.63 0.42 0.51
PowerOneLocus DomOrDom 1.2 6 0.0000500 0.25 0.37 0.16 0.24 0.21 0.32 0.12 0.19 0.23 0.38 0.14 0.21 0.3 0.42 0.18 0.26 0.28 0.42 0.18 0.26 0.27 0.4 0.15 0.21 0.35 0.57 0.19 0.28 0.34 0.55 0.19 0.27 0.24 0.33 0.13 0.22
PowerOneLocus DomOrDom 1.2 6 0.0001000 0.08 0.16 0.06 0.08 0.07 0.17 0.04 0.06 0.1 0.21 0.05 0.09 0.13 0.31 0.06 0.1 0.13 0.29 0.06 0.1 0.09 0.18 0.04 0.08 0.22 0.45 0.08 0.15 0.23 0.41 0.08 0.14 0.07 0.15 0.03 0.07
PowerOneLocus DomOrDom 1.2 6 0.0001500 0.05 0.14 0.01 0.03 0.03 0.15 0 0.01 0.07 0.19 0 0.03 0.12 0.31 0.01 0.08 0.11 0.28 0.01 0.09 0.04 0.16 0.01 0.02 0.13 0.47 0.01 0.09 0.14 0.42 0.01 0.1 0.04 0.14 0 0.01
PowerOneLocus DomOrDom 1.2 6 0.0002000 0.05 0.15 0.02 0.04 0.03 0.16 0.02 0.03 0.08 0.2 0.03 0.04 0.08 0.25 0.03 0.05 0.08 0.21 0.02 0.05 0.04 0.13 0.01 0.02 0.13 0.4 0.04 0.09 0.12 0.36 0.03 0.09 0.03 0.11 0.02 0.02
PowerOneLocus DomOrDom 1.6 6 0.0000000 0.62 0.7 0.6 0.61 0.61 0.69 0.51 0.59 0.64 0.74 0.55 0.61 0.68 0.77 0.52 0.64 0.68 0.79 0.51 0.65 0.63 0.7 0.57 0.62 0.73 0.8 0.58 0.71 0.73 0.81 0.58 0.71 0.62 0.66 0.59 0.6
PowerOneLocus DomOrDom 1.6 6 0.0000500 0.3 0.36 0.26 0.27 0.27 0.32 0.18 0.25 0.29 0.36 0.22 0.28 0.31 0.48 0.26 0.29 0.3 0.47 0.25 0.29 0.28 0.4 0.23 0.27 0.35 0.61 0.26 0.32 0.34 0.58 0.25 0.32 0.28 0.32 0.23 0.27
PowerOneLocus DomOrDom 1.6 6 0.0001000 0.14 0.21 0.09 0.11 0.12 0.19 0.07 0.1 0.15 0.25 0.09 0.11 0.15 0.33 0.09 0.13 0.16 0.29 0.08 0.12 0.12 0.19 0.07 0.12 0.22 0.49 0.1 0.18 0.22 0.42 0.09 0.16 0.12 0.19 0.07 0.11
PowerOneLocus DomOrDom 1.6 6 0.0001500 0.09 0.23 0.03 0.05 0.07 0.2 0.03 0.05 0.1 0.28 0.04 0.07 0.16 0.36 0.04 0.11 0.15 0.33 0.05 0.12 0.1 0.26 0.02 0.06 0.24 0.48 0.05 0.15 0.21 0.47 0.04 0.15 0.06 0.18 0.02 0.04
PowerOneLocus DomOrDom 1.6 6 0.0002000 0.07 0.21 0.03 0.04 0.06 0.19 0.02 0.03 0.07 0.24 0.03 0.06 0.13 0.26 0.02 0.11 0.13 0.23 0.02 0.1 0.06 0.17 0.02 0.03 0.21 0.4 0.05 0.14 0.21 0.37 0.05 0.13 0.05 0.17 0.02 0.03
PowerOneLocus DomOrDom 2.0 6 0.0000000 0.66 0.74 0.57 0.66 0.62 0.74 0.55 0.62 0.69 0.77 0.57 0.64 0.69 0.77 0.61 0.66 0.7 0.78 0.61 0.66 0.69 0.75 0.59 0.66 0.77 0.82 0.64 0.69 0.77 0.83 0.64 0.7 0.65 0.74 0.57 0.63
PowerOneLocus DomOrDom 2.0 6 0.0000500 0.32 0.42 0.27 0.29 0.29 0.36 0.24 0.28 0.33 0.39 0.26 0.31 0.34 0.51 0.25 0.31 0.34 0.52 0.25 0.31 0.32 0.42 0.24 0.28 0.42 0.64 0.25 0.37 0.41 0.62 0.25 0.37 0.29 0.37 0.26 0.29
PowerOneLocus DomOrDom 2.0 6 0.0001000 0.16 0.23 0.1 0.14 0.15 0.2 0.09 0.13 0.16 0.27 0.09 0.12 0.18 0.34 0.09 0.15 0.16 0.33 0.09 0.15 0.15 0.26 0.11 0.12 0.26 0.49 0.12 0.2 0.24 0.48 0.12 0.21 0.15 0.18 0.09 0.14
PowerOneLocus DomOrDom 2.0 6 0.0001500 0.16 0.29 0.07 0.12 0.11 0.24 0.05 0.1 0.15 0.29 0.09 0.12 0.23 0.39 0.09 0.17 0.2 0.38 0.09 0.13 0.18 0.28 0.06 0.14 0.27 0.55 0.11 0.23 0.24 0.51 0.1 0.17 0.14 0.28 0.05 0.11
